taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
3187,2016-12-19 21:30:00,2016-12-19 21:30:00,360,0,,225,32,8,6.00,0.00,0.00,0.00,6.00,Cash,107,18,610,754,410
5738,2016-12-30 15:00:00,2016-12-30 15:00:00,600,1.4,,179,32,32,8.00,0.00,0.00,0.00,8.00,Cash,82,18,610,30,405
2732,2016-12-11 02:15:00,2016-12-11 02:30:00,780,2.6,,952,6,7,10.00,0.00,0.00,0.00,10.00,Cash,107,272,371,374,660
5729,2016-12-14 18:00:00,2016-12-14 18:15:00,420,0,,911,32,8,6.75,4.00,0.00,0.00,10.75,Credit Card,107,64,231,688,206
1504,2016-12-1 10:00:00,2016-12-1 10:15:00,1260,0.2,,515,8,33,14.50,3.10,0.00,1.00,18.60,Credit Card,8,419,615,529,619
3396,2016-12-16 14:15:00,2016-12-16 14:15:00,420,1.4,,179,33,32,7.25,0.00,0.00,0.00,7.25,Cash,107,529,619,30,405
4401,2016-12-8 23:00:00,2016-12-8 23:15:00,300,0.9,,334,8,8,5.75,2.00,0.00,0.00,7.75,Credit Card,101,170,351,294,113
1483,2016-12-30 14:15:00,2016-12-30 14:30:00,360,1.1,,498,32,8,6.50,0.00,0.00,0.50,7.00,Cash,107,744,605,413,636
5428,2016-12-2 12:15:00,2016-12-2 12:30:00,600,1.1,,504,32,32,7.50,0.00,0.00,0.00,7.50,Cash,107,18,610,744,605
3226,2016-12-19 20:30:00,2016-12-19 20:45:00,600,0,,411,32,8,8.25,1.50,0.00,0.00,9.75,Credit Card,8,744,605,218,437
4700,2016-12-12 10:30:00,2016-12-12 10:45:00,480,0,,40,8,28,7.25,0.00,0.00,3.00,10.25,Cash,82,688,206,395,408
3012,2016-12-1 02:45:00,2016-12-1 02:45:00,360,1.5,,179,8,32,7.00,2.00,0.00,1.00,10.00,Credit Card,92,754,410,30,405
1305,2016-12-15 11:15:00,2016-12-15 11:15:00,420,0.9,,959,8,8,6.25,1.00,0.00,0.00,7.25,Credit Card,92,767,733,167,754
2413,2016-12-20 10:45:00,2016-12-20 11:00:00,1140,7.2,,807,6,28,21.25,0.00,0.00,0.00,21.25,Cash,107,355,333,411,545
2682,2016-12-22 21:15:00,2016-12-22 21:30:00,60,0,,225,32,8,3.75,0.00,0.00,0.00,3.75,Cash,107,18,610,754,410
2888,2016-12-30 09:45:00,2016-12-30 10:00:00,360,1.9,,16,7,32,7.75,2.00,0.00,0.00,9.75,Credit Card,101,618,407,18,610
1503,2016-12-7 18:15:00,2016-12-7 18:30:00,780,1.2,,504,28,32,8.25,2.00,0.00,1.50,11.75,Credit Card,101,411,545,744,605
4216,2016-12-1 17:00:00,2016-12-1 17:15:00,780,1.9,,959,32,8,9.00,0.00,0.00,0.00,9.00,Cash,107,744,605,167,754
3783,2016-12-8 12:45:00,2016-12-8 13:15:00,1140,0,,749,8,28,11.25,2.80,0.00,0.00,14.05,Credit Card,101,161,649,681,196
6661,2016-12-27 19:15:00,2016-12-27 19:15:00,300,0,,398,8,24,6.00,0.00,0.00,1.00,7.00,Cash,82,754,410,100,696
8647,2016-12-13 22:15:00,2016-12-13 22:30:00,360,1.5,,504,28,32,7.00,2.00,0.00,0.00,9.00,Credit Card,107,395,408,744,605
1503,2016-12-7 10:00:00,2016-12-7 10:15:00,480,0.8,,16,8,32,6.00,0.00,0.00,0.00,6.00,Cash,101,170,351,18,610
6675,2016-12-8 16:00:00,2016-12-8 16:00:00,300,0.6,,970,8,8,5.25,0.00,0.00,1.50,6.75,Cash,109,754,410,210,470
5872,2016-12-7 16:00:00,2016-12-7 16:00:00,420,1.4,,807,8,28,7.25,2.00,0.00,0.00,9.25,Credit Card,107,210,470,411,545
6207,2016-12-27 21:15:00,2016-12-27 21:15:00,180,0.9,,140,8,8,5.00,2.00,0.00,0.00,7.00,Credit Card,109,688,206,695,366
2863,2016-12-22 21:15:00,2016-12-22 21:30:00,1020,0,,952,32,7,13.00,2.60,0.00,0.00,15.60,Credit Card,107,18,610,374,660
8682,2016-12-9 15:15:00,2016-12-9 15:15:00,0,0,,16,32,32,3.25,0.00,0.00,1.00,4.25,Cash,82,18,610,18,610
4985,2016-12-21 17:45:00,2016-12-21 18:15:00,1140,0,,749,32,28,10.25,0.00,0.00,3.00,13.25,Cash,82,18,610,681,196
7063,2016-12-14 18:45:00,2016-12-14 19:00:00,300,0.3,,970,8,8,5.25,0.00,0.00,0.00,5.25,Cash,43,754,410,210,470
5144,2016-12-17 00:30:00,2016-12-17 00:45:00,300,0.8,,930,28,32,5.50,2.00,0.00,0.00,7.50,Credit Card,109,411,545,329,69
20,2016-12-20 23:15:00,2016-12-20 23:30:00,420,0,,792,8,8,6.75,0.00,0.00,1.00,7.75,Cash,107,454,453,419,615
774,2016-12-9 08:30:00,2016-12-9 08:30:00,240,0.5,,225,32,8,5.00,4.00,0.00,1.50,10.50,Credit Card,101,18,610,754,410
3536,2016-12-12 15:30:00,2016-12-12 15:30:00,540,0,,792,8,8,7.25,2.00,0.00,0.00,9.25,Credit Card,8,167,754,419,615
7590,2016-12-2 19:00:00,2016-12-2 19:15:00,600,0.8,,16,8,32,7.00,0.00,0.00,0.00,7.00,Cash,82,419,615,18,610
3762,2016-12-4 15:00:00,2016-12-4 15:00:00,240,0.6,,16,8,32,5.50,0.00,0.00,1.00,6.50,Cash,102,754,410,18,610
7749,2016-12-1 14:15:00,2016-12-1 14:15:00,420,1.3,,380,8,8,6.75,4.00,0.00,0.00,10.75,Credit Card,82,754,410,207,239
1176,2016-12-22 07:45:00,2016-12-22 08:00:00,720,2.4,,1010,8,28,10.25,2.05,0.00,0.00,12.30,Credit Card,109,294,113,700,659
8378,2016-12-18 01:15:00,2016-12-18 01:30:00,540,1.8,,140,32,8,8.00,1.50,0.00,0.00,9.50,Credit Card,107,64,231,695,366
2918,2016-12-17 00:00:00,2016-12-17 00:15:00,480,0,,749,8,28,7.25,0.00,0.00,2.00,9.25,Cash,8,419,615,681,196
6743,2016-12-1 01:45:00,2016-12-1 02:00:00,300,0,,225,8,8,6.00,0.00,0.00,0.00,6.00,Cash,107,161,649,754,410
6407,2016-12-15 20:30:00,2016-12-15 20:30:00,120,0,,40,32,28,4.25,0.00,0.00,0.00,4.25,Cash,8,18,610,395,408
531,2016-12-8 12:45:00,2016-12-8 12:45:00,660,3.3,,1046,8,33,12.00,0.00,0.00,1.00,13.00,Cash,109,413,636,728,277
2940,2016-12-1 10:30:00,2016-12-1 10:45:00,1140,3.7,,515,8,33,14.00,0.00,0.00,1.00,15.00,Cash,109,161,649,529,619
2918,2016-12-6 16:30:00,2016-12-6 16:45:00,420,0,,334,32,8,6.00,0.00,0.00,0.00,6.00,Cash,8,744,605,294,113
6743,2016-12-15 18:15:00,2016-12-15 18:45:00,960,0,,970,8,8,9.00,2.00,0.00,1.00,12.00,Credit Card,107,419,615,210,470
7068,2016-12-22 16:30:00,2016-12-22 16:30:00,0,0,,504,32,32,3.25,0.00,0.00,0.00,3.25,Cash,107,744,605,744,605
3267,2016-12-4 18:45:00,2016-12-4 19:00:00,420,0,,807,32,28,6.50,0.00,0.00,1.00,7.50,Cash,107,64,231,411,545
32,2016-12-15 21:00:00,2016-12-15 21:00:00,420,0,,398,8,24,7.00,2.00,0.00,1.00,10.00,Credit Card,107,419,615,100,696
6484,2016-12-16 18:30:00,2016-12-16 19:00:00,1980,3.2,,512,32,7,16.50,4.35,0.00,1.00,21.85,Credit Card,10,64,231,642,32
3069,2016-12-8 21:45:00,2016-12-8 22:00:00,420,2,,398,8,24,8.00,2.00,0.00,0.00,10.00,Credit Card,107,130,532,100,696
1078,2016-12-22 20:30:00,2016-12-22 20:30:00,660,1.5,,534,8,8,8.25,0.00,0.00,0.00,8.25,Cash,109,161,649,454,453
7065,2016-12-22 18:45:00,2016-12-22 19:00:00,540,0.6,,787,8,8,6.25,4.00,0.00,0.00,10.25,Credit Card,43,210,470,161,649
7564,2016-12-5 15:30:00,2016-12-5 15:30:00,300,0,,16,32,32,5.50,0.00,0.00,1.00,6.50,Cash,101,744,605,18,610
7749,2016-12-22 22:15:00,2016-12-22 22:30:00,240,0.9,,40,8,28,5.50,0.81,0.00,0.00,6.31,Credit Card,82,754,410,395,408
55,2016-12-3 00:00:00,2016-12-3 00:15:00,1140,0,,1101,32,24,12.75,0.00,0.00,1.00,13.75,Cash,8,18,610,753,551
1082,2016-12-27 20:00:00,2016-12-27 20:15:00,720,2.2,,982,8,7,9.75,0.00,0.00,1.00,10.75,Cash,107,688,206,618,407
393,2016-12-21 23:00:00,2016-12-21 23:00:00,180,0,,792,8,8,4.50,0.00,0.00,0.00,4.50,Cash,107,170,351,419,615
6620,2016-12-30 13:45:00,2016-12-30 13:45:00,300,0.7,,899,8,8,5.25,0.00,0.00,0.00,5.25,Cash,107,167,754,170,351
7864,2016-12-14 13:30:00,2016-12-14 14:00:00,1620,13.2,,787,56,8,35.50,0.00,0.00,6.00,41.50,Cash,10,433,757,161,649
7145,2016-12-2 21:15:00,2016-12-2 21:15:00,420,1.1,,970,28,8,6.75,0.00,0.00,1.00,7.75,Cash,92,411,545,210,470
7040,2016-12-16 14:00:00,2016-12-16 14:00:00,540,1,,970,32,8,7.00,3.00,0.00,1.50,11.50,Credit Card,101,18,610,210,470
